Artist,Title,Mix,BPM,Label,Year
"P. Reign ft. Drake & Future","DnF",,77,RCA,2015
"P. Reign ft. Drake & Future","DnF", Quick Edit,77,RCA,2015
"Prince","The Word",,98,"Npg, Universal",2006
"Queen Naija","Away From You",,95,,2019
"Omarion ft. Chris Brown & Jhene Aiko","Post To Be", Quick Edit,97,Maybach/Atlantic,2015
"Omarion ft. Kid Ink & French Montana","I'm Up",Instrumental,99,Maybach/Atlantic,2015
"Omarion ft. Kid Ink & French Montana","I'm Up",Clean,99,Maybach/Atlantic,2015
"OMI ft. Kid Ink","Cheerleader",Felix Jaehn vs Salaam Remi Remix,117,Ultra/Columbia,2015
"Otis Redding","(sittin' On) The Dock Of The Bay",,104,,1968
"Patti LaBelle","Lady Marmalade",,119,,1974
"PJ","One Missed Call",PO Clean Edit,70,PO Clean Edit,2019
"P. Reign ft. Drake & Future","DnF",Clean,77,RCA,2014
"P. Reign ft. Drake & Future","DnF",Instrumental,77,RCA,2014
"Pretty Ricky","Puddles",Clean,66,Pretty Ricky,2015
"Pussycat Dolls","Beep",,105,,2006
"Quicy Jones","Stuff Like That",,106,,
"Raghav","Bad Bad Bad",,97,,2004
"Rahsaan Patterson","Sent From Heaven",,73,,2019
"Raphael Saadiq ft. Rob Bacon","Something Keeps Calling",,80,,2019
"Ray J","Curtains Closed",,64,Knockout/BMB,2016
"Ray J ft. Lil Wayne","Brown Sugar", Clean Edit,85,Knockout/eOne,2015
"Ray J ft. Lil Wayne","Brown Sugar",Explicit,85,Knockout/eOne,2015
"Ray Lavender","We Love",Instrumental,83,Global Artist,2012
"Reneard ft. Juicy J","Strip For Me",Remix - Explicit,68,Blak Boi,2016
"Richard Berry","Louie Louie",,122,Flip,1957
"Ricky Luis","Show Me",,79,Wave Factory,2012
"Rico Love ft. Ludacris, Trey Songz, Tiara Thomas, T.I. & Emjay","They Don't Know",Remix,100,Division 1/Interscope,2014
"Rihanna","Love On The Brain",Clean Radio Edit,57,Roc Nation/Def Jam,2016
"Rihanna","Needed Me", Clean Edit,56,Roc Nation/Def Jam,2016
"Raheem DeVaughn","Just Right",,45,,2019
"Randy Crawford","Same Old Story (same Old Song)",Lp,98,Warner Bros. Bsk-3421,1980
"RaVaughn ft. Wale","Better Be Good",,105,Compound/Columbia,2013
"Ray-J","One Wish",,64,,
"Ray Lavender","We Love",A Cappella,83,Global Artist,2012
"Reneard ft. Juicy J","Strip For Me",Remix - A Cappella,68,Blak Boi,2016
"Renzo","Mi Favorita",R&B Version,60,Mayimba,2013
"Rick Ross ft. Cee Lo Green","Smile Mama, Smile",Explicit,79,Maybach/Def Jam,2016
"Rico Love","Somebody Else",,88,Division 1/Interscope,2015
"Rihanna","Love On The Brain",,57,Roc Nation/Def Jam,2016
"Rihanna","Love On The Brain",Clean,57,Roc Nation/Def Jam,2016
"Rihanna","Needed Me",ATTLAS Remix - Clean,60,Roc Nation/Def Jam,2016
"Rihanna","Needed Me",R3hab Remix - Clean,100,Roc Nation/Def Jam,2016
"Rihanna","Needed Me",ATTLAS Remix - Explicit,56,Roc Nation/Def Jam,2016
"Rihanna","Rude Boy",Radio,87,,2009
"R. Kelly","Backyard Party",,100,RCA,2015
"R. Kelly","Ignition",,66,,
"R. Kelly","In The Kitchen",Album,64,Jive,2005
"R. Kelly","Step In The Name Of Love",Chocolate Factory,95,Jive,2003
"R. Kelly ft. Ludacris","Legs Shakin'",,130,RCA,2014
"R.LUM.R","How This Feels",PO Quick Edit,40,PO Quick Edit,2019
"R.LUM.R","How This Feels",PO Intro Edit,40,PO Intro Edit,2019
"R.LUM.R","Right Here",,88,,2018
"Robin Thicke","Blurred Lines",,120,,
"Robin Thicke","Love After War",Instrumental,52,Star Trak/Interscope,2011
"Rihanna","Needed Me",Explicit,56,Roc Nation/Def Jam,2016
"Rihanna","Needed Me",Promo Only Clean Edit,56,Roc Nation/Def Jam,2016
"Rihanna, Jay-Z","Umbrella",Radio,87,,2007
"R. Kelly","Burn It Up",Album,96,Jive,2005
"R. Kelly","Slow Wine",,56,,
"R. Kelly","Trapped In The Closet 1-5",Album,54,Jive,2005
"R.LUM.R","Frustrated",,62,PRMD,2017
"R.LUM.R","How This Feels",,40,,2019
"R.LUM.R","Right Here",PO Quick Edit,88,PO Quick Edit,2018
"R.LUM.R","Right Here",PO Intro Edit,88,PO Intro Edit,2018
"Robin Thicke","Love After War",A Cappella,52,Star Trak/Interscope,2011
"Robin Thicke","That's What Love Can Do",,86,,2019
"Ro James","Already Knew That",Clean,53,Bystorm/RCA,2016
"Ro James","Excuse Me",PO Clean Edit,102,PO Clean Edit,2019
"Ronin & Xavier White","Sudden Change",Intro Edit,96,Phase One,2017
"Ronn David","I Want Your Lovin'",Love Step Mix,104,DaeOne,2014
"Russ","Missin You Crazy",PO Clean Edit,132,PO Clean Edit,2019
"S-8ighty","Halfway",,105,Republic,2016
"Samm Henshaw ft. EARTHGANG","Church",,83,,2019
"Sevyn Streeter","Call Me Crazy",,67,CBE/Atlantic,2014
"Sevyn Streeter","I Like It",Clean Edit,61,CBE/Atlantic,2012
"Sevyn Streeter","Next",,80,CBE/Atlantic,2014
"Sevyn Streeter ft. Chris Brown","Don't Kill The Fun",Instrumental,124,CBE/Atlantic,2015
"Sevyn Streeter ft. Chris Brown","Don't Kill The Fun",,124,CBE/Atlantic,2015
"Sevyn Streeter ft. Kid Ink","Next", Capitol Trill Quick Edit,80,CBE/Atlantic,2014
"Ro James","Already Knew That", Quick Edit,53,Bystorm/RCA,2016
"Ro James","Permission",,75,Bystorm/RCA,2016
"Ronin & Xavier White","Sudden Change",Quick Edit,96,Phase One,2017
"Russ","Civil War",,101,,2019
"Samantha J ft. Dej Loaf","League Of My Own",,98,Columbia,2015
"Sean Garrett ft. Rick Ross","In Da Box",,71,Bet I Penned It/Columbia,2011
"Sevyn Streeter","Call Me Crazy",Explicit,67,CBE/Atlantic,2014
"Sevyn Streeter","Next",Radio Edit,80,CBE/Atlantic,2014
"Sevyn Streeter","Next", Quick Edit,80,CBE/Atlantic,2014
"Sevyn Streeter ft. Chris Brown","Don't Kill The Fun", Quick Edit,62,CBE/Atlantic,2015
"Sevyn Streeter ft. Gucci Mane","Prolly",Radio - Clean,55,Atlantic,2016
"Sevyn Streeter ft. Kid Ink","Next", Capitol Trill Intro Edit,80,CBE/Atlantic,2014
"Sevyn Streeter ft. Kid Ink","Next",Remix,80,CBE/Atlantic,2014
"Sevyn Streeter ft. Kid Ink","Next",Capitol Trill Remix,80,CBE/Atlantic,2014
"Shenseea ft. Tyga","Blessed",PO Quick Edit,108,PO Quick Edit,2019
"Shorty C","Mi Madre Sin Condicion",,82,Wave,2013
"Slave","Watching You",,114,,
"Snakehips ft. Tinashe & Chance The Rapper","All My Friends",Clean,95,RCA,2015
"Snakehips ft. Tinashe & Chance The Rapper","All My Friends", Quick Edit,95,RCA,2016
"Snaklehips ft. Tinashe & Chance The Rapper","All My Friends",Instrumental,95,RCA,2016
"Snoop Dogg/Justin Timberlake","Signs",Radio,113,Doggy Style/star Trax/geffen,2005
"SoMo ft. Trey Songz","Hide & Freak",Clean,112,Republic,2016
"SoMo ft. Trey Songz","Hide & Freak",,112,Republic,2016
"Soul For Real Feat. Heavy D","Candy Rain",Heavy D Remix,95,Uptown,1994
"Star Cast","Ain't About What You Got",Intro Edit,99,Republic,2017
"Sevyn Streeter ft. Kid Ink","Next",Remix - Explicit,80,CBE/Atlantic,2014
"Shenseea ft. Tyga","Blessed",Clean Edit,108,Clean Edit,2019
"Shenseea ft. Tyga","Blessed",PO Intro Edit,108,PO Intro Edit,2019
"Silk","Hooked On You",Original Mix,90,,
"Snakehips ft. Tinashe & Chance The Rapper","All My Friends",,95,RCA,2016
"Snaklehips ft. Tinashe & Chance The Rapper","All My Friends",Explicit,95,RCA,2016
"Snoh Aalegra","I Want You Around",Clean Edit,84,Clean Edit,2019
"Solange","Cranes In The Sky",,97,Saint/Columbia,2017
"SoMo ft. Trey Songz","Hide & Freak",Explicit,112,Republic,2016
"SoMo ft. Trey Songz","Hide & Freak", Quick Edit,112,Republic,2016
"Star Cast","Ain't About What You Got",Quick Edit,99,Republic,2017
"Star Cast","Ain't About What You Got",,99,Republic,2017
"Stevie Wonder","Fun Day",,87,Motown,1991
"Summerella","Pretty Bitches In The Trap",Explicit,70,Explicit,2019
"Summer Walker X Drake","Girls Need Love",Clean - Remix,48,Clean - Remix,2019
"SWV","Can We",,85,Jive Records,1997
"SWV","It's All About You",,93,Rca Records,1996
"SWV","Lose My Cool",,84,Rca Records,1997
"SWV","Right Here",Human Nature Mix,94,Rca,1993
"SWV","Use Your Heart",Remix,74,Rca Records,1996
"Tamar Braxton","If I Don't Have You", Quick Edit,64,Streamline/Epic,2015
"Tamar Braxton ft. Future","Let Me Know",,78,Streamline/Epic,2014
"Tamia ft. Wale","Leave It Smokin'",PO Clean Edit - Remix,102,PO Clean Edit - Remix,2018
"Tamia ft. Wale","Leave It Smokin'",PO Quick Edit - Remix,102,PO Quick Edit - Remix,2018
"Tank","When We",PO Clean Edit,59,PO Clean Edit,2018
"Summerella","Pretty Bitches In The Trap",Instrumental,70,Instrumental,2019
"Summer Walker X Drake","Girls Need Love",Remix - Explicit,48,Remix - Explicit,2019
"SWV","Anything Ft. Wu Tang Clan",(old Skool Radio Version),97,,1992
"SWV","Don't Waste Your Time",,88,,1996
"SWV","Rain",,69,Rca Records,1997
"SWV","This Christmas",,87,Rca Records,1997
"Taio Cruz","Dynamite",Radio,120,,2010
"Tamar Braxton","If I Don't Have You",,64,Streamline/Epic,2015
"Tamia ft. Wale","Leave It Smokin'",PO Intro Edit - Remix,102,PO Intro Edit - Remix,2018
"Tamia ft. Wale","Leave It Smokin'",Remix - Explicit,102,Remix - Explicit,2018
"Tank","I Like Them Girls",,84,,
"Tasha Catour","Happy", Quick Edit,88,Adelle Thomas Music,2015
"Tasha Catour","Happy",,88,Adelle Thomas Music,2015
"TeeFLii","Change Your World",Clean,87,Epic,2014
"TeeFLii","Change Your World",,87,Epic,2014
"Terri And Monica","Uh Huh",,87,Epic Records,1993
"Teyana Taylor ft. King Combs","How You Want It?",PO Clean Edit,95,PO Clean Edit,2019
"Teyana Taylor ft. Pusha T & Yo Gotti","Maybe", Clean Edit,66,G.O.O.D./Def Jam,2014
"The Bonfyre","Ready To Love",,87,,2019
"The Brothers Johnson","Strawberry Letter 23",12",94,A&m Sp-3716,1980
"The-Dream ft. Usher","Forget About Her",Quick Edit,75,Radio Killa/Roc Nation,2017
"The-Dream ft. Usher","Forget About Her",Intro Edit,75,Radio Killa/Roc Nation,2017
"The Internet ft. Kaytranada","Girl",Explicit,80,Odd Future/Columbia,2016
"The Ojays","Love Train",Single,122,,
"The Weeknd","Acquainted",Clean,106,XO/Republic,2015
"Tate Tucker","Breezy",,90,,2019
"TeeFLii","Change Your World", Quick Edit,87,Epic,2014
"Terri And Monica","Sexuality",,86,Epic Records,1996
"Teyana Taylor ft. Ghostface Killah, Method Man & Raekwon","Gonna Love Me",Explicit - Remix,93,Explicit - Remix,2019
"Teyana Taylor ft. Pusha T & Yo Gotti","Maybe",Explicit,66,G.O.O.D./Def Jam,2014
"The Bonfyre ft. 6LACK","U Say",PO Clean Edit,63,PO Clean Edit,2019
"The-Dream ft. T.I.","That's My Sh..",Clean,94,Capitol,2015
"The-Dream ft. Usher","Forget About Her",Clean Edit,75,Radio Killa/Roc Nation,2017
"The Internet ft. Kaytranada","Girl",,80,Odd Future/Columbia,2016
"The Jaggerz","Let Me Be Your Man",,101,Gamble,1969
"The Weeknd","Acquainted",,106,XO/Republic,2016
"The Weeknd","Acquainted", Quick Edit,106,XO/Republic,2015
"The Weeknd","Call Out My Name",Explicit,89,Explicit,2018
"The Weeknd","Earned It",Squeeky Clean,60,XO/Republic,2015
"The Weeknd","Often", Clean Edit,67,XO/Universal Republic,2014
"The Weeknd","Reminder",Clean Edit,80,XO/Republic,2017
"The Weeknd","The Hills",Explicit,120,XO/Republic,2015
"The Weeknd","The Hills",Clean Single Edit,57,XO/Republic,2015
"The Weeknd","Wicked Games",,114,XO/Universal Republic,2012
"The Weeknd ft. Schoolboy Q & Rick Ross","Often",Clean - Remix,67,XO/Republic,2014
"Tiara Thomas","One Night", Clean Edit,100,Division 1/Interscope,2014
"Timbaland ft. Ne-Yo","Hands In Air", Clean Edit,126,Mosley/Blackground/Interscope,2012
"Tinashe","All Hands On Deck",Giraffage Remix,114,RCA,2015
"Tinashe","Flame",Clean,82,RCA,2017
"Tinashe","Superlove",Promo Only Quick Edit,135,RCA,2016
"The Weeknd","Earned It", Clean Edit,60,XO/Republic,2015
"The Weeknd","In The Night",Explicit,112,XO/Republic,2016
"The Weeknd","Party Monster",Clean,77,XO/Republic,2017
"The Weeknd","The Hills", Quick Edit,56,XO/Republic,2015
"The Weeknd","Wicked Games", DJ Mike D Clean Edit - Remix,120,XO/Universal Republic,2013
"The Weeknd","Wicked Games",DJ Mike D Remix,120,XO/Universal Republic,2013
"The Weeknd ft. Schoolboy Q & Rick Ross","Often",Remix - Explicit,67,XO/Republic,2014
"Tiara Thomas","One Night", Quick Edit,100,Division 1/Interscope,2014
"Timothy Bloom ft. V. Bozeman","Christmas Without U",,117,Beyond The Sky,2015
"Tinashe","Company",Clean,60,RCA,2016
"Tinashe","Ooh La La",,87,,2018
"Tinashe","Superlove",Promo Only Intro Edit,135,RCA,2016
"Tinashe","Throw A Fit",PO Intro Edit,75,PO Intro Edit,2018
"Tinashe","Throw A Fit",Clean Edit,75,Clean Edit,2018
"Tinashe ft. A$AP Rocky","Pretend",Explicit,90,RCA,2014
"Tinashe ft. Chris Brown","Player", Clean Edit,53,RCA,2015
"Tinashe ft. Chris Brown","Player", Quick Edit,53,RCA,2015
"Tinashe ft. Dej Loaf","All Hands On Deck", Dej Loaf Clean Edit - Verified Intro,97,RCA,2015
"Tinashe ft. Dej Loaf","All Hands On Deck",Remix,97,RCA,2015
"Tinashe ft. Iggy Azalea","All Hands On Deck",,97,RCA,2015
"Tinashe ft. Iggy Azalea","All Hands On Deck",Remix,97,RCA,2015
"Tink","Million",,61,Mosley/Epic,2015
"TK Kravitz ft. Jacquees","Ocean",A Cappella - Explicit,67,A Cappella - Explicit,2018
"Tory Lanez","LA Confidential",Explicit,79,Mad Love/Interscope,2016
"T-Pain","She Said",Instrumental,90,Nappy Boy/RCA,2014
"Tinashe","Throw A Fit",Explicit,75,Explicit,2018
"Tinashe","Throw A Fit",PO Quick Edit,75,PO Quick Edit,2018
"Tinashe ft. A$AP Rocky","Pretend", Clean Edit,90,RCA,2014
"Tinashe ft. Chris Brown","Player",,53,RCA,2015
"Tinashe ft. Dej Loaf","All Hands On Deck", Quick Edit,97,RCA,2015
"Tinashe ft. Iggy Azalea","All Hands On Deck", Quick Edit,97,RCA,2015
"Tinashe ft. Iggy Azalea","All Hands On Deck",Remix - Instrumental,97,RCA,2015
"Tinashe ft. Iggy Azalea","All Hands On Deck", Clean Edit - Remix,97,RCA,2015
"TK Kravitz ft. Jacquees","Ocean",Instrumental,67,Instrumental,2018
"Tory Lanez","LA Confidential",Clean,79,Mad Love/Interscope,2016
"Tory Lanez ft. Lil Wayne, Rich The Kid & DJ Stevie J","Talk To Me",PO Clean Edit - Remix,80,PO Clean Edit - Remix,2019
"T-Pain","She Said", Quick Edit,90,Nappy Boy/RCA,2014
"T-Pain,Akon","Bartender",,104,,2007
"Trevor Jackson ft. Sage The Gemini","Know Your Name", Quick Edit,98,Atlantic,2015
"Trevor Jackson ft. Sage The Gemini","Know Your Name",Instrumental,98,Atlantic,2015
"Trey Songz","About You",Instrumental,102,Songbook/Atlantic,2015
"Trey Songz","Foreign", Clean Edit,62,Songbook/Atlantic,2014
"Trey Songz","Foreign",,62,Songbook/Atlantic,2014
"Trey Songz","Na Na",,97,Songbook/Atlantic,2014
"Trey Songz","Na Na",Explicit,97,Songbook/Atlantic,2014
"Trey Songz","Na Na",Radio Edit,97,Songbook/Atlantic,2014
"Trey Songz","Nobody Else But You",Clean Edit,70,Songbook/Atlantic,2017
"Trey Songz","Slow Motion",Instrumental,95,Songbook/Atlantic,2015
"Trey Songz","Slow Motion", Quick Edit,95,Songbook/Atlantic,2015
"Trey Songz","Slow Motion", Pup Dawg Quick Edit,100,Songbook/Atlantic,2015
"Trevor Jackson ft. Sage The Gemini","Know Your Name",Clean,98,Atlantic,2015
"Trevor Jackson ft. Sage The Gemini","Know Your Name",,98,Atlantic,2015
"Trey Songz","About You",,102,Songbook/Atlantic,2015
"Trey Songz","About You",Explicit,102,Songbook/Atlantic,2015
"Trey Songz","Foreign",Instrumental,62,Songbook/Atlantic,2014
"Trey Songz","Na Na", Quick Edit,97,Songbook/Atlantic,2014
"Trey Songz","Na Na",Instrumental,97,Songbook/Atlantic,2014
"Trey Songz","Nobody Else But You",,70,Songbook/Atlantic,2017
"Trey Songz","Slow Motion",Intro - Explicit,95,Songbook/Atlantic,2015
"Trey Songz","Slow Motion", Pup Dawg Intro Edit,100,Songbook/Atlantic,2015
"Trey Songz","Slow Motion",Pup Dawg Remix,100,Songbook/Atlantic,2015
"Trey Songz","Slow Motion",,95,Songbook/Atlantic,2015
"Trey Songz","Smartphones",Explicit,65,Songbook/Atlantic,2014
"Trey Songz ft. Fabolous","What I Be On",,74,Songbook/Atlantic,2012
"Trey Songz ft. Nicki Minaj","Touchin, Lovin",Clean,100,Songbook/Atlantic,2014
"Trey Songz ft. Young Jeezy & Lil Wayne","Hail Mary",,70,Songbook/Atlantic,2012
"True Kiss Destination","Africa",,120,True Kiss Disc,1999
"Tsukasa","Mermaid",Original Mix,102,Spacey,2005
"Tweet","Neva Shouda Left Ya", Quick Edit,88,eOne,2016
"Twista ft. Tia London","It's Yours",Instrumental,59,GMG/Capitol,2014
"Tyla Yaweh","High Right Now",Clean Edit,80,Clean Edit,2019
"Usher","Burn",Confessions,60,,2004
"Usher","Dive",Instrumental,71,RCA,2012
"Usher","Good Kisser",Instrumental,98,RCA,2014
"Usher Feat. Alicia Keys","My Boo",Divide It By 2 ;),173,,2004
"Trey Songz","SmartPhones",,65,Songbook/Atlantic,2014
"Trey Songz ft. Lil Wayne & Young Jeezy","Hail Mary",,70,Atlantic,2012
"Trey Songz ft. Nicki Minaj","Touchin, Lovin",Explicit,100,Songbook/Atlantic,2014
"Trey Songz ft. Young Jeezy & Lil Wayne","Hail Mary",Instrumental,70,Songbook/Atlantic,2012
"Tweet","Neva Shouda Left Ya",,88,eOne,2016
"Twista ft. Tia London","It's Yours", Clean Edit,59,GMG/Capitol,2014
"Twista ft. Tia London","It's Yours",Explicit,59,GMG/Capitol,2014
"Tyler Dumont","Don't Mean It",PO Clean Edit,50,PO Clean Edit,2019
"Usher","Confessions Part 2",Clean,64,Laface,2004
"Usher","Good Kisser", Quick Edit,97,RCA,2014
"Usher","Yeah",Confessions,105,Arista,2004
"Usher Ft. Fabolous","Caught Up (rmx)",,110,Laface,2005
"Usher ft. Future","Rivals",Promo Only Quick Edit,93,RCA,2016
"Usher ft. Juicy J","I Don't Mind",Super Clean Edit,113,RCA,2015
"Usher ft. Juicy J","I Don't Mind",Explicit,113,RCA,2014
"Usher ft. Juicy J","I Don't Mind",,113,RCA,2015
"Usher ft. Nicki Minaj","She Came To Give It To You", Quick Edit,120,RCA,2014
"Usher ft. Nicki Minaj","She Came To Give It To You", Clean Edit,120,RCA,2014
"Usher ft. Rick Ross","Good Kisser", Clean Edit - Remix,98,RCA,2014
"Usher ft. Rick Ross","Good Kisser",Explicit,98,RCA,2014
"Usher ft. Rick Ross","Good Kisser", Quick Edit - Remix,98,RCA,2014
"Usher ft. Young Thug","No Limit",Clean,64,RCA,2016
"Vaughn P","100 MPH",PO Intro Edit,60,PO Intro Edit,2019
"Vaughn P","100 MPH",PO Quick Edit,60,PO Quick Edit,2019
"Venus","Throw It Back",PO Quick Edit,85,PO Quick Edit,2019
"Usher ft. Future","Rivals",Promo Only Intro Edit,93,RCA,2016
"Usher ft. Juicy J","I Don't Mind",Clean,113,RCA,2014
"Usher ft. Juicy J","I Don't Mind", Quick Edit,113,RCA,2015
"Usher ft. Master P, Gucci Mane, 2 Chainz, A$AP Ferg & Travis Scott","No Limit",Remix - Explicit,62,RCA,2016
"Usher ft. Nicki Minaj","She Came To Give It To You",Explicit,120,RCA,2014
"Usher ft. Rick Ross","Good Kisser",Instrumental,98,RCA,2014
"Usher ft. Rick Ross","Good Kisser", - Remix,98,RCA,2014
"Usher Ft Young Jeezy","Love In The Club",,69,,2008
"Usher ft. Young Thug","No Limit", Quick Edit,64,RCA,2016
"Vaughn P","100 MPH",PO Clean Edit,60,PO Clean Edit,2019
"Venus","Throw it Back",Explicit,85,Explicit,2019
"Venus","Throw It Back",PO Intro Edit,85,PO Intro Edit,2019
"Vertical Hold","Seems You're Much Too Busy",Lp Radio Edit,94,A&m,1993
"Wale","My PYT",Clean,98,Maybach/Atlantic,2016
"Yuna ft. G-Eazy","Blank Marquee",PO Clean Edit,113,PO Clean Edit,2019
"ZhanÃ©","Request Line",Album Version / Radio Edit,100,Motown,1997
"Zhavia Ward","Candlelight",,68,,2019
"V.V Brown","Children (Keep On Singing)",,90,Capitol,2012
"Y?N-Vee","Chocolate",Lp Version/ G Mo's Remix / Club Remix,85,Rush Associated Labels,1994
"Zendaya ft. Chris Brown","Something New",Explicit,102,Hollywood/Republic,2016
"ZhanÃ©","Vibe",Lp Version,98,Motown,1994